asset_id,portfolio,portfolio_type,asset_group,name,type,business_category,owner,municipality_anchor,price_area,lat,lon,annual_consumption_mwh,base_kw,peak_kw,flex_kw,profile,h00,h01,h02,h03,h04,h05,h06,h07,h08,h09,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23
ENT-DEMO-0119,Entelios Kristiansand-Oslo Demo,business_consumption,Grocery Stores,Grocery Stores #19,business_load,grocery_store,Entelios customer demo,Fyresdal,NO2,59.064987,7.962583,764.9,87.3,308.7,30.4,grocery_refrigeration_day_evening,0.6782,0.6511,0.633,0.633,0.6692,0.7687,0.9495,1.0852,1.1575,1.1937,1.2208,1.2208,1.2118,1.2027,1.2118,1.2298,1.266,1.2841,1.2479,1.1575,0.9947,0.8591,0.7687,0.7054
ENT-DEMO-0120,Entelios Kristiansand-Oslo Demo,business_consumption,Grocery Stores,Grocery Stores #20,business_load,grocery_store,Entelios customer demo,Fyresdal,NO2,59.149781,8.083856,1622.0,185.2,893.1,173.7,grocery_refrigeration_day_evening,0.6782,0.6511,0.633,0.633,0.6692,0.7687,0.9495,1.0852,1.1575,1.1937,1.2208,1.2208,1.2118,1.2027,1.2118,1.2298,1.266,1.2841,1.2479,1.1575,0.9947,0.8591,0.7687,0.7054
ENT-DEMO-0121,Entelios Kristiansand-Oslo Demo,business_consumption,Grocery Stores,Grocery Stores #21,business_load,grocery_store,Entelios customer demo,Fyresdal,NO2,59.213775,8.153602,2475.2,282.6,543.1,56.9,grocery_refrigeration_day_evening,0.6782,0.6511,0.633,0.633,0.6692,0.7687,0.9495,1.0852,1.1575,1.1937,1.2208,1.2208,1.2118,1.2027,1.2118,1.2298,1.266,1.2841,1.2479,1.1575,0.9947,0.8591,0.7687,0.7054
ENT-DEMO-0122,Entelios Kristiansand-Oslo Demo,business_consumption,Grocery Stores,Grocery Stores #22,business_load,grocery_store,Entelios customer demo,Fyresdal,NO2,59.264117,8.257309,2366.3,270.1,697.7,75.9,grocery_refrigeration_day_evening,0.6782,0.6511,0.633,0.633,0.6692,0.7687,0.9495,1.0852,1.1575,1.1937,1.2208,1.2208,1.2118,1.2027,1.2118,1.2298,1.266,1.2841,1.2479,1.1575,0.9947,0.8591,0.7687,0.7054
ENT-DEMO-0123,Entelios Kristiansand-Oslo Demo,business_consumption,Grocery Stores,Grocery Stores #23,business_load,grocery_store,Entelios customer demo,Fyresdal,NO2,59.314323,8.32339,1472.2,168.1,589.0,87.4,grocery_refrigeration_day_evening,0.6782,0.6511,0.633,0.633,0.6692,0.7687,0.9495,1.0852,1.1575,1.1937,1.2208,1.2208,1.2118,1.2027,1.2118,1.2298,1.266,1.2841,1.2479,1.1575,0.9947,0.8591,0.7687,0.7054
ENT-DEMO-0124,Entelios Kristiansand-Oslo Demo,business_consumption,Grocery Stores,Grocery Stores #24,business_load,grocery_store,Entelios customer demo,Seljord,NO2,59.38331,8.422788,1738.5,198.5,539.8,69.5,grocery_refrigeration_day_evening,0.6782,0.6511,0.633,0.633,0.6692,0.7687,0.9495,1.0852,1.1575,1.1937,1.2208,1.2208,1.2118,1.2027,1.2118,1.2298,1.266,1.2841,1.2479,1.1575,0.9947,0.8591,0.7687,0.7054
ENT-DEMO-0125,Entelios Kristiansand-Oslo Demo,business_consumption,Grocery Stores,Grocery Stores #25,business_load,grocery_store,Entelios customer demo,Seljord,NO2,59.477865,8.573517,914.9,104.4,498.2,87.0,grocery_refrigeration_day_evening,0.6782,0.6511,0.633,0.633,0.6692,0.7687,0.9495,1.0852,1.1575,1.1937,1.2208,1.2208,1.2118,1.2027,1.2118,1.2298,1.266,1.2841,1.2479,1.1575,0.9947,0.8591,0.7687,0.7054
ENT-DEMO-0126,Entelios Kristiansand-Oslo Demo,business_consumption,Grocery Stores,Grocery Stores #26,business_load,grocery_store,Entelios customer demo,Seljord,NO2,59.525488,8.750254,1191.4,136.0,383.7,83.7,grocery_refrigeration_day_evening,0.6782,0.6511,0.633,0.633,0.6692,0.7687,0.9495,1.0852,1.1575,1.1937,1.2208,1.2208,1.2118,1.2027,1.2118,1.2298,1.266,1.2841,1.2479,1.1575,0.9947,0.8591,0.7687,0.7054
ENT-DEMO-0127,Entelios Kristiansand-Oslo Demo,business_consumption,Grocery Stores,Grocery Stores #27,business_load,grocery_store,Entelios customer demo,Seljord,NO2,59.514202,8.79173,1800.2,205.5,788.7,117.4,grocery_refrigeration_day_evening,0.6782,0.6511,0.633,0.633,0.6692,0.7687,0.9495,1.0852,1.1575,1.1937,1.2208,1.2208,1.2118,1.2027,1.2118,1.2298,1.266,1.2841,1.2479,1.1575,0.9947,0.8591,0.7687,0.7054
ENT-DEMO-0128,Entelios Kristiansand-Oslo Demo,business_consumption,Grocery Stores,Grocery Stores #28,business_load,grocery_store,Entelios customer demo,Notodden,NO2,59.50799,8.966914,1689.0,192.8,378.1,77.7,grocery_refrigeration_day_evening,0.6782,0.6511,0.633,0.633,0.6692,0.7687,0.9495,1.0852,1.1575,1.1937,1.2208,1.2208,1.2118,1.2027,1.2118,1.2298,1.266,1.2841,1.2479,1.1575,0.9947,0.8591,0.7687,0.7054
ENT-DEMO-0129,Entelios Kristiansand-Oslo Demo,business_consumption,Grocery Stores,Grocery Stores #29,business_load,grocery_store,Entelios customer demo,Notodden,NO2,59.517925,9.119354,1735.8,198.2,645.5,121.6,grocery_refrigeration_day_evening,0.6782,0.6511,0.633,0.633,0.6692,0.7687,0.9495,1.0852,1.1575,1.1937,1.2208,1.2208,1.2118,1.2027,1.2118,1.2298,1.266,1.2841,1.2479,1.1575,0.9947,0.8591,0.7687,0.7054
ENT-DEMO-0130,Entelios Kristiansand-Oslo Demo,business_consumption,Grocery Stores,Grocery Stores #30,business_load,grocery_store,Entelios customer demo,Notodden,NO2,59.530053,9.261892,1486.9,169.7,809.2,153.6,grocery_refrigeration_day_evening,0.6782,0.6511,0.633,0.633,0.6692,0.7687,0.9495,1.0852,1.1575,1.1937,1.2208,1.2208,1.2118,1.2027,1.2118,1.2298,1.266,1.2841,1.2479,1.1575,0.9947,0.8591,0.7687,0.7054
ENT-DEMO-0131,Entelios Kristiansand-Oslo Demo,business_consumption,Grocery Stores,Grocery Stores #31,business_load,grocery_store,Entelios customer demo,Notodden,NO2,59.584831,9.353834,1312.1,149.8,313.7,42.8,grocery_refrigeration_day_evening,0.6782,0.6511,0.633,0.633,0.6692,0.7687,0.9495,1.0852,1.1575,1.1937,1.2208,1.2208,1.2118,1.2027,1.2118,1.2298,1.266,1.2841,1.2479,1.1575,0.9947,0.8591,0.7687,0.7054
ENT-DEMO-0132,Entelios Kristiansand-Oslo Demo,business_consumption,Grocery Stores,Grocery Stores #32,business_load,grocery_store,Entelios customer demo,Notodden,NO2,59.617234,9.344986,2330.0,266.0,621.7,81.4,grocery_refrigeration_day_evening,0.6782,0.6511,0.633,0.633,0.6692,0.7687,0.9495,1.0852,1.1575,1.1937,1.2208,1.2208,1.2118,1.2027,1.2118,1.2298,1.266,1.2841,1.2479,1.1575,0.9947,0.8591,0.7687,0.7054
ENT-DEMO-0133,Entelios Kristiansand-Oslo Demo,business_consumption,Grocery Stores,Grocery Stores #33,business_load,grocery_store,Entelios customer demo,Kongsberg,NO2,59.624566,9.419232,1447.7,165.3,538.9,91.2,grocery_refrigeration_day_evening,0.6782,0.6511,0.633,0.633,0.6692,0.7687,0.9495,1.0852,1.1575,1.1937,1.2208,1.2208,1.2118,1.2027,1.2118,1.2298,1.266,1.2841,1.2479,1.1575,0.9947,0.8591,0.7687,0.7054
ENT-DEMO-0134,Entelios Kristiansand-Oslo Demo,business_consumption,Grocery Stores,Grocery Stores #34,business_load,grocery_store,Entelios customer demo,Kongsberg,NO2,59.66513,9.538229,1731.5,197.7,413.2,86.0,grocery_refrigeration_day_evening,0.6782,0.6511,0.633,0.633,0.6692,0.7687,0.9495,1.0852,1.1575,1.1937,1.2208,1.2208,1.2118,1.2027,1.2118,1.2298,1.266,1.2841,1.2479,1.1575,0.9947,0.8591,0.7687,0.7054
ENT-DEMO-0135,Entelios Kristiansand-Oslo Demo,business_consumption,Grocery Stores,Grocery Stores #35,business_load,grocery_store,Entelios customer demo,Kongsberg,NO2,59.666209,9.600509,1754.3,200.3,427.1,47.7,grocery_refrigeration_day_evening,0.6782,0.6511,0.633,0.633,0.6692,0.7687,0.9495,1.0852,1.1575,1.1937,1.2208,1.2208,1.2118,1.2027,1.2118,1.2298,1.266,1.2841,1.2479,1.1575,0.9947,0.8591,0.7687,0.7054
ENT-DEMO-0136,Entelios Kristiansand-Oslo Demo,business_consumption,Grocery Stores,Grocery Stores #36,business_load,grocery_store,Entelios customer demo,Kongsberg,NO2,59.65351,9.696925,1453.6,165.9,569.9,73.0,grocery_refrigeration_day_evening,0.6782,0.6511,0.633,0.633,0.6692,0.7687,0.9495,1.0852,1.1575,1.1937,1.2208,1.2208,1.2118,1.2027,1.2118,1.2298,1.266,1.2841,1.2479,1.1575,0.9947,0.8591,0.7687,0.7054
ENT-DEMO-0137,Entelios Kristiansand-Oslo Demo,business_consumption,Grocery Stores,Grocery Stores #37,business_load,grocery_store,Entelios customer demo,Kongsberg,NO2,59.690145,9.856142,664.7,75.9,423.2,41.8,grocery_refrigeration_day_evening,0.6782,0.6511,0.633,0.633,0.6692,0.7687,0.9495,1.0852,1.1575,1.1937,1.2208,1.2208,1.2118,1.2027,1.2118,1.2298,1.266,1.2841,1.2479,1.1575,0.9947,0.8591,0.7687,0.7054
ENT-DEMO-0138,Entelios Kristiansand-Oslo Demo,business_consumption,Grocery Stores,Grocery Stores #38,business_load,grocery_store,Entelios customer demo,Drammen,NO2,59.720867,9.978618,1116.6,127.5,421.8,50.5,grocery_refrigeration_day_evening,0.6782,0.6511,0.633,0.633,0.6692,0.7687,0.9495,1.0852,1.1575,1.1937,1.2208,1.2208,1.2118,1.2027,1.2118,1.2298,1.266,1.2841,1.2479,1.1575,0.9947,0.8591,0.7687,0.7054
ENT-DEMO-0139,Entelios Kristiansand-Oslo Demo,business_consumption,Grocery Stores,Grocery Stores #39,business_load,grocery_store,Entelios customer demo,Drammen,NO1,59.690924,10.071795,1326.7,151.4,785.1,124.3,grocery_refrigeration_day_evening,0.6782,0.6511,0.633,0.633,0.6692,0.7687,0.9495,1.0852,1.1575,1.1937,1.2208,1.2208,1.2118,1.2027,1.2118,1.2298,1.266,1.2841,1.2479,1.1575,0.9947,0.8591,0.7687,0.7054
ENT-DEMO-0140,Entelios Kristiansand-Oslo Demo,business_consumption,Grocery Stores,Grocery Stores #40,business_load,grocery_store,Entelios customer demo,Drammen,NO1,59.713033,10.140138,1553.6,177.4,548.1,64.7,grocery_refrigeration_day_evening,0.6782,0.6511,0.633,0.633,0.6692,0.7687,0.9495,1.0852,1.1575,1.1937,1.2208,1.2208,1.2118,1.2027,1.2118,1.2298,1.266,1.2841,1.2479,1.1575,0.9947,0.8591,0.7687,0.7054
ENT-DEMO-0141,Entelios Kristiansand-Oslo Demo,business_consumption,Grocery Stores,Grocery Stores #41,business_load,grocery_store,Entelios customer demo,Drammen,NO1,59.757464,10.200189,979.1,111.8,222.0,21.0,grocery_refrigeration_day_evening,0.6782,0.6511,0.633,0.633,0.6692,0.7687,0.9495,1.0852,1.1575,1.1937,1.2208,1.2208,1.2118,1.2027,1.2118,1.2298,1.266,1.2841,1.2479,1.1575,0.9947,0.8591,0.7687,0.7054
ENT-DEMO-0142,Entelios Kristiansand-Oslo Demo,business_consumption,Grocery Stores,Grocery Stores #42,business_load,grocery_store,Entelios customer demo,Drammen,NO1,59.796128,10.26474,1742.1,198.9,867.6,130.8,grocery_refrigeration_day_evening,0.6782,0.6511,0.633,0.633,0.6692,0.7687,0.9495,1.0852,1.1575,1.1937,1.2208,1.2208,1.2118,1.2027,1.2118,1.2298,1.266,1.2841,1.2479,1.1575,0.9947,0.8591,0.7687,0.7054
ENT-DEMO-0143,Entelios Kristiansand-Oslo Demo,business_consumption,Grocery Stores,Grocery Stores #43,business_load,grocery_store,Entelios customer demo,Asker,NO1,59.804328,10.351394,2233.0,254.9,786.4,64.8,grocery_refrigeration_day_evening,0.6782,0.6511,0.633,0.633,0.6692,0.7687,0.9495,1.0852,1.1575,1.1937,1.2208,1.2208,1.2118,1.2027,1.2118,1.2298,1.266,1.2841,1.2479,1.1575,0.9947,0.8591,0.7687,0.7054
ENT-DEMO-0144,Entelios Kristiansand-Oslo Demo,business_consumption,Grocery Stores,Grocery Stores #44,business_load,grocery_store,Entelios customer demo,Asker,NO1,59.787433,10.392595,1636.1,186.8,577.8,114.7,grocery_refrigeration_day_evening,0.6782,0.6511,0.633,0.633,0.6692,0.7687,0.9495,1.0852,1.1575,1.1937,1.2208,1.2208,1.2118,1.2027,1.2118,1.2298,1.266,1.2841,1.2479,1.1575,0.9947,0.8591,0.7687,0.7054
ENT-DEMO-0145,Entelios Kristiansand-Oslo Demo,business_consumption,Grocery Stores,Grocery Stores #45,business_load,grocery_store,Entelios customer demo,Asker,NO1,59.825616,10.465628,2167.8,247.5,885.7,113.5,grocery_refrigeration_day_evening,0.6782,0.6511,0.633,0.633,0.6692,0.7687,0.9495,1.0852,1.1575,1.1937,1.2208,1.2208,1.2118,1.2027,1.2118,1.2298,1.266,1.2841,1.2479,1.1575,0.9947,0.8591,0.7687,0.7054
ENT-DEMO-0146,Entelios Kristiansand-Oslo Demo,business_consumption,Grocery Stores,Grocery Stores #46,business_load,grocery_store,Entelios customer demo,Asker,NO1,59.870033,10.527004,1364.0,155.7,540.0,72.7,grocery_refrigeration_day_evening,0.6782,0.6511,0.633,0.633,0.6692,0.7687,0.9495,1.0852,1.1575,1.1937,1.2208,1.2208,1.2118,1.2027,1.2118,1.2298,1.266,1.2841,1.2479,1.1575,0.9947,0.8591,0.7687,0.7054
ENT-DEMO-0147,Entelios Kristiansand-Oslo Demo,business_consumption,Grocery Stores,Grocery Stores #47,business_load,grocery_store,Entelios customer demo,Asker,NO1,59.885452,10.514374,1044.0,119.2,621.4,66.7,grocery_refrigeration_day_evening,0.6782,0.6511,0.633,0.633,0.6692,0.7687,0.9495,1.0852,1.1575,1.1937,1.2208,1.2208,1.2118,1.2027,1.2118,1.2298,1.266,1.2841,1.2479,1.1575,0.9947,0.8591,0.7687,0.7054
ENT-DEMO-0148,Entelios Kristiansand-Oslo Demo,business_consumption,Grocery Stores,Grocery Stores #48,business_load,grocery_store,Entelios customer demo,Oslo,NO1,59.90046,10.645603,1887.3,215.4,186.3,23.7,grocery_refrigeration_day_evening,0.6782,0.6511,0.633,0.633,0.6692,0.7687,0.9495,1.0852,1.1575,1.1937,1.2208,1.2208,1.2118,1.2027,1.2118,1.2298,1.266,1.2841,1.2479,1.1575,0.9947,0.8591,0.7687,0.7054
ENT-DEMO-0149,Entelios Kristiansand-Oslo Demo,business_consumption,Grocery Stores,Grocery Stores #49,business_load,grocery_store,Entelios customer demo,Oslo,NO1,59.926666,10.672508,2479.7,283.1,308.4,58.3,grocery_refrigeration_day_evening,0.6782,0.6511,0.633,0.633,0.6692,0.7687,0.9495,1.0852,1.1575,1.1937,1.2208,1.2208,1.2118,1.2027,1.2118,1.2298,1.266,1.2841,1.2479,1.1575,0.9947,0.8591,0.7687,0.7054
ENT-DEMO-0150,Entelios Kristiansand-Oslo Demo,business_consumption,Grocery Stores,Grocery Stores #50,business_load,grocery_store,Entelios customer demo,Oslo,NO1,59.880718,10.80427,1049.1,119.8,751.9,72.6,grocery_refrigeration_day_evening,0.6782,0.6511,0.633,0.633,0.6692,0.7687,0.9495,1.0852,1.1575,1.1937,1.2208,1.2208,1.2118,1.2027,1.2118,1.2298,1.266,1.2841,1.2479,1.1575,0.9947,0.8591,0.7687,0.7054
ENT-DEMO-0151,Entelios Kristiansand-Oslo Demo,business_consumption,Hotels,Hotels #1,business_load,hotel,Entelios customer demo,Kristiansand,NO2,58.119231,7.961825,2978.7,340.0,849.2,97.7,hotel_heat_hot_water,0.8868,0.8401,0.8028,0.7841,0.8215,0.9802,1.1669,1.2322,1.1202,0.9802,0.9148,0.8868,0.8961,0.9148,0.9335,1.0082,1.1202,1.2322,1.2882,1.2135,1.1015,1.0082,0.9522,0.9148
ENT-DEMO-0152,Entelios Kristiansand-Oslo Demo,business_consumption,Hotels,Hotels #2,business_load,hotel,Entelios customer demo,Kristiansand,NO2,58.199471,8.036279,1586.6,181.1,339.0,28.3,hotel_heat_hot_water,0.8868,0.8401,0.8028,0.7841,0.8215,0.9802,1.1669,1.2322,1.1202,0.9802,0.9148,0.8868,0.8961,0.9148,0.9335,1.0082,1.1202,1.2322,1.2882,1.2135,1.1015,1.0082,0.9522,0.9148
ENT-DEMO-0153,Entelios Kristiansand-Oslo Demo,business_consumption,Hotels,Hotels #3,business_load,hotel,Entelios customer demo,Kristiansand,NO2,58.221726,8.026512,2781.7,317.5,358.5,52.7,hotel_heat_hot_water,0.8868,0.8401,0.8028,0.7841,0.8215,0.9802,1.1669,1.2322,1.1202,0.9802,0.9148,0.8868,0.8961,0.9148,0.9335,1.0082,1.1202,1.2322,1.2882,1.2135,1.1015,1.0082,0.9522,0.9148
ENT-DEMO-0154,Entelios Kristiansand-Oslo Demo,business_consumption,Hotels,Hotels #4,business_load,hotel,Entelios customer demo,Vennesla,NO2,58.198128,7.986156,2823.1,322.3,687.7,74.9,hotel_heat_hot_water,0.8868,0.8401,0.8028,0.7841,0.8215,0.9802,1.1669,1.2322,1.1202,0.9802,0.9148,0.8868,0.8961,0.9148,0.9335,1.0082,1.1202,1.2322,1.2882,1.2135,1.1015,1.0082,0.9522,0.9148
ENT-DEMO-0155,Entelios Kristiansand-Oslo Demo,business_consumption,Hotels,Hotels #5,business_load,hotel,Entelios customer demo,Vennesla,NO2,58.255243,7.927204,2255.5,257.5,499.7,55.8,hotel_heat_hot_water,0.8868,0.8401,0.8028,0.7841,0.8215,0.9802,1.1669,1.2322,1.1202,0.9802,0.9148,0.8868,0.8961,0.9148,0.9335,1.0082,1.1202,1.2322,1.2882,1.2135,1.1015,1.0082,0.9522,0.9148
ENT-DEMO-0156,Entelios Kristiansand-Oslo Demo,business_consumption,Hotels,Hotels #6,business_load,hotel,Entelios customer demo,Vennesla,NO2,58.293998,7.991322,4025.9,459.6,519.8,84.1,hotel_heat_hot_water,0.8868,0.8401,0.8028,0.7841,0.8215,0.9802,1.1669,1.2322,1.1202,0.9802,0.9148,0.8868,0.8961,0.9148,0.9335,1.0082,1.1202,1.2322,1.2882,1.2135,1.1015,1.0082,0.9522,0.9148
ENT-DEMO-0157,Entelios Kristiansand-Oslo Demo,business_consumption,Hotels,Hotels #7,business_load,hotel,Entelios customer demo,Vennesla,NO2,58.348013,7.95797,1584.7,180.9,852.4,165.1,hotel_heat_hot_water,0.8868,0.8401,0.8028,0.7841,0.8215,0.9802,1.1669,1.2322,1.1202,0.9802,0.9148,0.8868,0.8961,0.9148,0.9335,1.0082,1.1202,1.2322,1.2882,1.2135,1.1015,1.0082,0.9522,0.9148
ENT-DEMO-0158,Entelios Kristiansand-Oslo Demo,business_consumption,Hotels,Hotels #8,business_load,hotel,Entelios customer demo,Vennesla,NO2,58.373311,7.934612,2785.8,318.0,652.5,78.0,hotel_heat_hot_water,0.8868,0.8401,0.8028,0.7841,0.8215,0.9802,1.1669,1.2322,1.1202,0.9802,0.9148,0.8868,0.8961,0.9148,0.9335,1.0082,1.1202,1.2322,1.2882,1.2135,1.1015,1.0082,0.9522,0.9148
ENT-DEMO-0159,Entelios Kristiansand-Oslo Demo,business_consumption,Hotels,Hotels #9,business_load,hotel,Entelios customer demo,Evje,NO2,58.462347,7.87592,3080.8,351.7,1096.9,150.2,hotel_heat_hot_water,0.8868,0.8401,0.8028,0.7841,0.8215,0.9802,1.1669,1.2322,1.1202,0.9802,0.9148,0.8868,0.8961,0.9148,0.9335,1.0082,1.1202,1.2322,1.2882,1.2135,1.1015,1.0082,0.9522,0.9148
ENT-DEMO-0160,Entelios Kristiansand-Oslo Demo,business_consumption,Hotels,Hotels #10,business_load,hotel,Entelios customer demo,Evje,NO2,58.552232,7.801395,3853.3,439.9,728.9,96.3,hotel_heat_hot_water,0.8868,0.8401,0.8028,0.7841,0.8215,0.9802,1.1669,1.2322,1.1202,0.9802,0.9148,0.8868,0.8961,0.9148,0.9335,1.0082,1.1202,1.2322,1.2882,1.2135,1.1015,1.0082,0.9522,0.9148
ENT-DEMO-0161,Entelios Kristiansand-Oslo Demo,business_consumption,Hotels,Hotels #11,business_load,hotel,Entelios customer demo,Evje,NO2,58.589253,7.785099,2574.2,293.9,982.6,172.5,hotel_heat_hot_water,0.8868,0.8401,0.8028,0.7841,0.8215,0.9802,1.1669,1.2322,1.1202,0.9802,0.9148,0.8868,0.8961,0.9148,0.9335,1.0082,1.1202,1.2322,1.2882,1.2135,1.1015,1.0082,0.9522,0.9148
ENT-DEMO-0162,Entelios Kristiansand-Oslo Demo,business_consumption,Hotels,Hotels #12,business_load,hotel,Entelios customer demo,Evje,NO2,58.612604,7.760102,1966.7,224.5,477.4,79.5,hotel_heat_hot_water,0.8868,0.8401,0.8028,0.7841,0.8215,0.9802,1.1669,1.2322,1.1202,0.9802,0.9148,0.8868,0.8961,0.9148,0.9335,1.0082,1.1202,1.2322,1.2882,1.2135,1.1015,1.0082,0.9522,0.9148
ENT-DEMO-0163,Entelios Kristiansand-Oslo Demo,business_consumption,Hotels,Hotels #13,business_load,hotel,Entelios customer demo,Evje,NO2,58.703553,7.844997,1709.3,195.1,664.0,132.0,hotel_heat_hot_water,0.8868,0.8401,0.8028,0.7841,0.8215,0.9802,1.1669,1.2322,1.1202,0.9802,0.9148,0.8868,0.8961,0.9148,0.9335,1.0082,1.1202,1.2322,1.2882,1.2135,1.1015,1.0082,0.9522,0.9148
ENT-DEMO-0164,Entelios Kristiansand-Oslo Demo,business_consumption,Hotels,Hotels #14,business_load,hotel,Entelios customer demo,Bygland,NO2,58.756945,7.792985,3006.8,343.2,680.7,80.8,hotel_heat_hot_water,0.8868,0.8401,0.8028,0.7841,0.8215,0.9802,1.1669,1.2322,1.1202,0.9802,0.9148,0.8868,0.8961,0.9148,0.9335,1.0082,1.1202,1.2322,1.2882,1.2135,1.1015,1.0082,0.9522,0.9148
ENT-DEMO-0165,Entelios Kristiansand-Oslo Demo,business_consumption,Hotels,Hotels #15,business_load,hotel,Entelios customer demo,Bygland,NO2,58.79391,7.838155,2998.0,342.2,858.8,169.1,hotel_heat_hot_water,0.8868,0.8401,0.8028,0.7841,0.8215,0.9802,1.1669,1.2322,1.1202,0.9802,0.9148,0.8868,0.8961,0.9148,0.9335,1.0082,1.1202,1.2322,1.2882,1.2135,1.1015,1.0082,0.9522,0.9148
ENT-DEMO-0166,Entelios Kristiansand-Oslo Demo,business_consumption,Hotels,Hotels #16,business_load,hotel,Entelios customer demo,Bygland,NO2,58.838341,7.771921,2494.7,284.8,924.7,154.4,hotel_heat_hot_water,0.8868,0.8401,0.8028,0.7841,0.8215,0.9802,1.1669,1.2322,1.1202,0.9802,0.9148,0.8868,0.8961,0.9148,0.9335,1.0082,1.1202,1.2322,1.2882,1.2135,1.1015,1.0082,0.9522,0.9148
ENT-DEMO-0167,Entelios Kristiansand-Oslo Demo,business_consumption,Hotels,Hotels #17,business_load,hotel,Entelios customer demo,Bygland,NO2,58.910628,7.849405,3390.2,387.0,975.6,83.3,hotel_heat_hot_water,0.8868,0.8401,0.8028,0.7841,0.8215,0.9802,1.1669,1.2322,1.1202,0.9802,0.9148,0.8868,0.8961,0.9148,0.9335,1.0082,1.1202,1.2322,1.2882,1.2135,1.1015,1.0082,0.9522,0.9148
ENT-DEMO-0168,Entelios Kristiansand-Oslo Demo,business_consumption,Hotels,Hotels #18,business_load,hotel,Entelios customer demo,Bygland,NO2,58.981348,7.954569,2126.4,242.7,638.5,108.1,hotel_heat_hot_water,0.8868,0.8401,0.8028,0.7841,0.8215,0.9802,1.1669,1.2322,1.1202,0.9802,0.9148,0.8868,0.8961,0.9148,0.9335,1.0082,1.1202,1.2322,1.2882,1.2135,1.1015,1.0082,0.9522,0.9148
ENT-DEMO-0169,Entelios Kristiansand-Oslo Demo,business_consumption,Hotels,Hotels #19,business_load,hotel,Entelios customer demo,Fyresdal,NO2,59.042901,8.036159,2512.5,286.8,789.6,119.3,hotel_heat_hot_water,0.8868,0.8401,0.8028,0.7841,0.8215,0.9802,1.1669,1.2322,1.1202,0.9802,0.9148,0.8868,0.8961,0.9148,0.9335,1.0082,1.1202,1.2322,1.2882,1.2135,1.1015,1.0082,0.9522,0.9148
ENT-DEMO-0170,Entelios Kristiansand-Oslo Demo,business_consumption,Hotels,Hotels #20,business_load,hotel,Entelios customer demo,Fyresdal,NO2,59.151468,8.069812,2158.6,246.4,395.0,39.5,hotel_heat_hot_water,0.8868,0.8401,0.8028,0.7841,0.8215,0.9802,1.1669,1.2322,1.1202,0.9802,0.9148,0.8868,0.8961,0.9148,0.9335,1.0082,1.1202,1.2322,1.2882,1.2135,1.1015,1.0082,0.9522,0.9148
ENT-DEMO-0171,Entelios Kristiansand-Oslo Demo,business_consumption,Hotels,Hotels #21,business_load,hotel,Entelios customer demo,Fyresdal,NO2,59.176864,8.143151,2130.6,243.2,448.5,72.2,hotel_heat_hot_water,0.8868,0.8401,0.8028,0.7841,0.8215,0.9802,1.1669,1.2322,1.1202,0.9802,0.9148,0.8868,0.8961,0.9148,0.9335,1.0082,1.1202,1.2322,1.2882,1.2135,1.1015,1.0082,0.9522,0.9148
ENT-DEMO-0172,Entelios Kristiansand-Oslo Demo,business_consumption,Hotels,Hotels #22,business_load,hotel,Entelios customer demo,Fyresdal,NO2,59.307819,8.223637,4046.9,462.0,418.3,36.7,hotel_heat_hot_water,0.8868,0.8401,0.8028,0.7841,0.8215,0.9802,1.1669,1.2322,1.1202,0.9802,0.9148,0.8868,0.8961,0.9148,0.9335,1.0082,1.1202,1.2322,1.2882,1.2135,1.1015,1.0082,0.9522,0.9148
ENT-DEMO-0173,Entelios Kristiansand-Oslo Demo,business_consumption,Hotels,Hotels #23,business_load,hotel,Entelios customer demo,Fyresdal,NO2,59.309242,8.32961,2403.1,274.3,833.1,136.5,hotel_heat_hot_water,0.8868,0.8401,0.8028,0.7841,0.8215,0.9802,1.1669,1.2322,1.1202,0.9802,0.9148,0.8868,0.8961,0.9148,0.9335,1.0082,1.1202,1.2322,1.2882,1.2135,1.1015,1.0082,0.9522,0.9148
ENT-DEMO-0174,Entelios Kristiansand-Oslo Demo,business_consumption,Hotels,Hotels #24,business_load,hotel,Entelios customer demo,Seljord,NO2,59.386771,8.412874,2402.8,274.3,492.2,67.9,hotel_heat_hot_water,0.8868,0.8401,0.8028,0.7841,0.8215,0.9802,1.1669,1.2322,1.1202,0.9802,0.9148,0.8868,0.8961,0.9148,0.9335,1.0082,1.1202,1.2322,1.2882,1.2135,1.1015,1.0082,0.9522,0.9148
ENT-DEMO-0175,Entelios Kristiansand-Oslo Demo,business_consumption,Hotels,Hotels #25,business_load,hotel,Entelios customer demo,Seljord,NO2,59.430516,8.538044,3277.8,374.2,713.1,73.4,hotel_heat_hot_water,0.8868,0.8401,0.8028,0.7841,0.8215,0.9802,1.1669,1.2322,1.1202,0.9802,0.9148,0.8868,0.8961,0.9148,0.9335,1.0082,1.1202,1.2322,1.2882,1.2135,1.1015,1.0082,0.9522,0.9148
